scene_id,dialogue,relation_high_probable_gold,relation_impossible_gold,high_probable_agreement,intimacy_gold,intimacy_agreement,formality_gold,formality_agreement,hierarchy_gold,hierarchy_agreement,age-a_gold,age-b_gold,age_diff_gold,gender-a_gold,gender-b_gold,gender_diff_gold
scene325,"[B]: Oh my God, did you hear that [C] ran away from home? Yeah. Totally. He left his parents a note that said: 'Eff you, I'm gay.' And then he skipped town with a big, hulking black guy.
[A]: (TO HERSELF) My apologies to Mark Twain.
[B]: Huh?
[A]: Nothing.
[A] (V.O.): (CONT'D) It gets worse. Due to his 'condition,' [C] was sent on an extended visit to his grandparents in Mississippi.","['Friends', 'Classmates', 'Neighbors', 'Siblings', 'Friends', 'Cousins']","['Parent-Children', 'Grandparent-Grandchildren', 'Uncle/Aunt-Niece', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Intimate,disagreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(13–19) Teenager', '(20–35) Young adult']",A=B,['Female'],['Cannot be determined'],Cannot be determined
scene326,"[A]: Where are you going?
[B]: I want to make sure that at least one of our son's parents survives tonight!
[A]: What?
[B]: You almost just got us killed!
[A]: I see. I almost got us killed. Forget about the people chasing and shooting at us all night long because of the reservation you stole.
[B]: There's a difference between fleeing from people shooting at you and knowingly driving a car in reverse over an open drawbridge!
[A]: Unbelievable! You know, all you complain about is that I don't take risks anymore. Then the second I do, you get mad at me for doing it! I can't win with you!
[B]: Poor [A]! You have it so bad, don't you!
[A]: Oh, you have no idea! Every single day from the moment we wake up you're bossy, disapproving, inconsiderate-
[B]: I'm inconsiderate? I'M INCONSIDERATE?!? Have you ever seen our bathroom in the morning after Tsunami [A]'s blown through? The floor! The sink! You use my toothbrush.","['Married', 'Ex-Relationship', 'Dating']","['Romantic Interest', 'Engaged', 'Friends with benefits', 'Affair', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,['(36–59) Middle-aged adult'],['(36–59) Middle-aged adult'],A=B,['Male'],['Female'],Different
scene327,"[B]: Those assholes think they can cross the Hells Angels? Do you know how bad they've made us all look!?
[B]: Those guys have some balls. Balls I will put in my mouth and chew on!!
[A]: You're going to put balls in your mouth?
[B]: No! I'm not-- I'm going to put my foot up their asses! Both feet! Hell, I'm going to stick anything I can in their asses, and I'm going to enlov it.
[B]: Shut up!! I didn't mean-- Just get on your damn bikes! We're riding to Lucas!
[A]: Sometimes it helps if you say things in your mind first, then say it out loud, you know?
[A]: Oww! Dammit!
[B]: I did that in my mind, first.","['Bikers', 'Friends', 'member-member', 'Friends']","['Supervisor-Subordinate relationship', 'Neighbors', 'Strangers', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A<B,complete_agreement,"['(36–59) Middle-aged adult', '(20–35) Young adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A=B,['Male'],['Male'],Same
scene328,"[B]: Hello, [A]. I'm Dr. [B], and I have some questions to ask you...
[A]: I did this already.
[B]: It's hospital policy...
[A]: To be interviewed every hour?
[B]: I'm the only doctor making rounds this morning.
[A]: Well, I don't have hallucinations. Honest.
[B]: This doctor, was he tall, with dark hair?
[A]: Yeah, and a dimple.
[B]: I'm afraid he's not a doctor.
[A]: Psychologist, therapist, whatever.",['Doctor-patient'],"['Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Landlord-Tenant', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Unintimate,partial_agreement,Task-oriented,partial_agreement,A<B,partial_agreement,['(20–35) Young adult'],"['(36–59) Middle-aged adult', '(20–35) Young adult']",A<B,['Female'],['Cannot be determined'],Cannot be determined
scene329,"[A]: Hi. I was wondering if the minister was around.
[B]: Pastor [C] is on vacation this week. But our associate pastor is in. Would you like to speak to him?
[A]: Actually, that would be fantastic!
[B]: Can I tell him what this is regarding?
[A]: Absolutely. I'm looking for a church to join and I thought he might be able to sell me on this fine establishment.
[B]: [D], there's a young lady here who would like to speak with you about joining.
[B] (CONT'D): You can go right in.
[A]: If everyone here is as friendly as you, I think we might be in business.","['Church Relationship', 'Strangers', 'Acquaintances']","['Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Neighbors', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Unintimate,partial_agreement,Task-oriented,partial_agreement,Cannot be determined,disagreement,['(20–35) Young adult'],"['(20–35) Young adult', '(36–59) Middle-aged adult']",A<B,['Female'],[],Cannot be determined
scene332,"[A]: What?
[A]: Hi.
[B]: Hey.
[A]: How are you?
[B]: How are you?
[A]: I guess we need to talk.
[B]: I guess so.
[A]: It's hard to know where to start.
[B]: Pretend like I'm your shrink.
[B]: Sorry. I'll be quiet.","['Ex-Relationship', 'Romantic Interest', 'Ex-Partners', 'Friends', 'Dating', 'Ex-Friends', 'Friends']","['Married', 'Engaged', 'Friends with benefits', 'Affair', 'Neighbors', 'Strangers', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult', '(13–19) Teenager']","['(20–35) Young adult', '(36–59) Middle-aged adult', '(13–19) Teenager']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene334,"[A]: Whoa, whoa, whoa. You're with [C]? Shit, [B], you know when you're around her your brain turns to mush.
[B]: Yeah, well, that doesn't change the fact that someone took a couple shots at us.
[A]: You get a plate number?
[B]: Happened too quick. But it was a dark 4-door Chevy, blue or grey, New Jersey plates, and the car was wrecked, I know that.
[A]: Ok. Lemme look into it. See what I can find. Just hold tight, Ok?
[B]: Ok. But we're kinda on a clock here.
[A]: [B], don't fuck around with this. If there are dirty cops in the house, we all have a problem. So do me a favor: get off the strip, find somewhere to lie low and wait for my call.","['Friends/Police-Victim', 'Friends', 'Coworkers', 'Coworkers']","['Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Neighbors', 'Strangers', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,disagreement,Task-oriented,complete_agreement,A>B,partial_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A=B,['Male'],['Male'],Same
scene336,"[A] (O.C.): Thought you might be out here.
[B]: Hey, Bud. Look, I'm sorry we got your town in all this trouble. This trip was supposed to fix problems, not cause them.
[A]: Well, maybe it's trying to and you just won't let it.
[B]: What do you mean?
[A]: It's the funny thing about life. It has to be an adventure to feel right. But when you become a husband and a Dad, you realize adventure is risk, and a family man has no place in his life for risk.
[B]: You're right. That's why I stopped singing Bon Jovi. Life used to be a risk. That was old [B]. And now it's gone. I've taken away all the risk.
[A]: Yup. And if you try to make livin' too safe, then it's not livin' at all.
[B]: It's not. And I have a will, now. So, I only have so much livin' left. And somehow I've lost the best part of it.
[A]: Well, maybe these will help you find it.
[B]: These are worms.","['Friends', 'Acquaintances', 'Mentor-Mentee']","['Neighbors', 'Strangers', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Intimate,partial_agreement,Pleasure-oriented,disagreement,A=B,complete_agreement,['(36–59) Middle-aged adult'],['(36–59) Middle-aged adult'],A=B,['Male'],['Male'],Same
scene337,"[A]: I'm afraid there's no elevator.
[B]: Oh, um, that's alright.
[A]: No, there are many stairs. Steep stairs.
[B]: I can do it.
[B]: I can do it!","['Acquaintances', 'Landlord-Tenant', 'Friends', 'Strangers']","['Neighbors', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Cannot be determined,disagreement,Cannot be determined,disagreement,A>B,partial_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']",['(20–35) Young adult'],Cannot be determined,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene338,"[B]: I talked with your father last night.
[A]: Did you?
[B]: You never told me how your parents met.
[A]: They met at Auburn.
[B]: What about the details? How they fell in love. The Circus. The War. You never told me any of that.
[A]: That's because most of it never happened.
[B]: But it's romantic.
[A]: (non-committal) Mmm.
[A]: Mmm, what. I know better than to argue romance with a French woman.
[B]: Do you love your father?","['Dating', 'Partners', 'Romantic Interest', 'Friends']","['Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Acquaintances', 'Neighbors', 'Strangers', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,"['(36–59) Middle-aged adult', '(20–35) Young adult']","['(36–59) Middle-aged adult', '(20–35) Young adult']",A=B,['Male'],['Female'],Different
scene339,"[A]: Sorry to disppoint you.
[B]: No, no. Not at all. You surprised me, that's all. I didn't expect to see you... not here... not after your letter.
[A]: Well, I didn't expect you to show up at my job.
[B]: I followed you in. I wasn't even sure it was you. All I have is an old snapshot.
[A]: My boss thought you were a stalker.
[B]: I didn't mean to run off like that.
[A]: But you did.
[A]: So you got my letter. What'd you do? Freak out? Burn it?
[B]: I saved it.
[A]: I was just blowing off some steam, okay? I think I have the right.","['Ex-Relationship', 'Ex-Partners', 'Ex-Friends']","['Affair', 'Engaged', 'Married', 'Dating', 'Romantic Interest', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(20–35) Young adult', '(36–59) Middle-aged adult']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene340,"[B]: How did you know my father?
[A]: This was on his sales route, so he was through here all the time. Everyone in town knew him.
[B]: Were you and my father having an affair?
[A]: (taken aback) Wow. Wow, you just said it. I was expecting to dance around this for another half hour.
[B]: I've seen him with women. He flirts. He always has. On some level, I presumed he was cheating on my mother. I just never had proof.
[B]: Can I ask you a question? Why did you come here today? If you found this deed, why didn't you just ask [C]?
[A]: Because he's dying.
[A]: Look, I don't know how much you want to know about any of this. You have one image of your father and it would be wrong for me to go and change it. Especially this late in the game.
[B]: My father talked about a lot of things he never did, and I'm sure he did a lot of things he never talked about. I'm just trying to reconcile the two.
[A]: The first thing you have to understand, is that your father never meant to end up here. And yet he did, twice. The first time, he was early. The second time, he was late.","['Stepparent-Children', 'Strangers']","['Landlord-Tenant', 'Doctor-Patient', 'Lawyer-Client', 'Teacher-Student', 'Mentor-Mentee', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Unintimate,disagreement,Cannot be determined,disagreement,A=B,partial_agreement,"['(36–59) Middle-aged adult', '(60+) Seniorr']",['(20–35) Young adult'],A>B,['Cannot be determined'],['Female'],Cannot be determined
scene342,"[B]: Excuse me... do you have an extra
[A]: You a smoker?
[B]: Not for years.
[A]: Well, hell, if I'm gonna be the one to get you goin' again.
[B]: Thanks.
[A]: Don't mention it.","['Strangers', 'Acquaintances']","['Friends', 'Neighbors', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Unintimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,[],['(36–59) Middle-aged adult'],Cannot be determined,['Male'],['Male'],Same
